"","date","caleb_prod","vorster_prod"
"1","1895-01-01",NA,NA
"2","1895-02-01",0,0
"3","1895-03-01",0.44151920168556,0.314808699954054
"4","1895-04-01",0.685763866447785,0.488958193545658
"5","1895-05-01",0.413337124982227,0.294714527616561
"6","1895-06-01",0.272426741465559,0.194243665929097
"7","1895-07-01",0.0281820767033336,0.0200941723374928
"8","1895-08-01",0.244244664762225,0.174149493591604
"9","1895-09-01",0.469701278388894,0.334902872291546
"10","1895-10-01",0.347578946007782,0.247828125495744
"11","1895-11-01",0.75152204542223,0.535844595666474
"12","1895-12-01",1.26819345165001,0.904237755187176
"13","1896-01-01",5.33580652249784,3.80449662923197
"14","1896-02-01",0,0
"15","1896-03-01",3.08124038623114,2.19696284223254
"16","1896-04-01",2.48002274989336,1.76828716569937
"17","1896-05-01",0.460307252821116,0.328204814845716
"18","1896-06-01",0.497883355092228,0.354997044629039
"19","1896-07-01",0.948796582345566,0.676503802028924
"20","1896-08-01",1.71910667890335,1.22574451258706
"21","1896-09-01",0.939402556777788,0.669805744583093
"22","1896-10-01",0.760916070990008,0.542542653112305
"23","1896-11-01",0.883038403371121,0.629617399908107
"24","1896-12-01",0.807886198828898,0.57603294034146
"25","1897-01-01",1.58759032095446,1.13197170834543
"26","1897-02-01",4.12397722425449,2.94044721871978
"27","1897-03-01",3.19396869304448,2.27733953158252
"28","1897-04-01",0,0
"29","1897-05-01",0.479095303956672,0.341600929737377
"30","1897-06-01",0.159698434652224,0.113866976579126
"31","1897-07-01",0.497883355092228,0.354997044629039
"32","1897-08-01",0.44151920168556,0.314808699954054
"33","1897-09-01",0.338184920440004,0.241130068049913
"34","1897-10-01",1.51243811641224,1.07838724877878
"35","1897-11-01",0.507277380660005,0.36169510207487
"36","1897-12-01",2.3766884686478,1.69460853379523
"37","1898-01-01",0.845462301100009,0.602825170124784
"38","1898-02-01",0.723339968718897,0.515750423328982
"39","1898-03-01",0.883038403371121,0.629617399908107
"40","1898-04-01",0.263032715897781,0.187545608483266
"41","1898-05-01",1.01455476132001,0.72339020414974
"42","1898-06-01",0.00939402556777788,0.00669805744583093
"43","1898-07-01",0.187880511355558,0.133961148916619
"44","1898-08-01",0.563641534066673,0.401883446749856
"45","1898-09-01",1.81304693458113,1.29272508704537
"46","1898-10-01",0,0
"47","1898-11-01",0.939402556777788,0.669805744583093
"48","1898-12-01",0.13151635794889,0.093772804241633
"49","1899-01-01",3.0154822072567,2.15007644011173
"50","1899-02-01",0.13151635794889,0.093772804241633
"51","1899-03-01",1.09910099143001,0.783672721162219
"52","1899-04-01",0.413337124982227,0.294714527616561
"53","1899-05-01",0.695157892015563,0.495656250991489
"54","1899-06-01",0.544853482931117,0.388487331858194
"55","1899-07-01",0.291214792601114,0.207639780820759
"56","1899-08-01",0.826674249964453,0.589429055233122
"57","1899-09-01",NA,NA
"58","1899-10-01",0.845462301100009,0.602825170124784
"59","1899-11-01",0.234850639194447,0.167451436145773
"60","1899-12-01",2.41426457091891,1.72140076357855
"61","1900-01-01",0.573035559634451,0.408581504195687
"62","1900-02-01",0.216062588058891,0.154055321254111
"63","1900-03-01",1.62516642322557,1.15876393812875
"64","1900-04-01",1.9539573180978,1.39319594873283
"65","1900-05-01",0.450913227253338,0.321506757399885
"66","1900-06-01",0.770310096557786,0.549240710558136
"67","1900-07-01",0.0845462301100009,0.0602825170124784
"68","1900-08-01",0.0469701278388894,0.0334902872291546
"69","1900-09-01",0.826674249964453,0.589429055233122
"70","1900-10-01",1.25879942608224,0.897539697741345
"71","1900-11-01",3.69185204813671,2.63233657621156
"72","1900-12-01",0.601217636337784,0.42867567653318
"73","1901-01-01",6.94218489458785,4.94986445246906
"74","1901-02-01",2.7618435169267,1.96922888907429
"75","1901-03-01",1.48425603970891,1.05829307644129
"76","1901-04-01",1.63456044879335,1.16546199557458
"77","1901-05-01",0.723339968718897,0.515750423328982
"78","1901-06-01",0.0939402556777788,0.0669805744583093
"79","1901-07-01",0.366366997143337,0.261224240387406
"80","1901-08-01",1.52183214198002,1.08508530622461
"81","1901-09-01",0.187880511355558,0.133961148916619
"82","1901-10-01",1.50304409084446,1.07168919133295
"83","1901-11-01",1.30576955392113,0.931029984970499
"84","1901-12-01",0.375761022711115,0.267922297833237
"85","1902-01-01",0.347578946007782,0.247828125495744
"86","1902-02-01",2.10426172718225,1.50036486786613
"87","1902-03-01",2.40487054535114,1.71470270613272
"88","1902-04-01",0.657581789744452,0.468864021208165
"89","1902-05-01",0.469701278388894,0.334902872291546
"90","1902-06-01",NA,NA
"91","1902-07-01",0.0281820767033336,0.0200941723374928
"92","1902-08-01",0.375761022711115,0.267922297833237
"93","1902-09-01",0,0
"94","1902-10-01",0.544853482931117,0.388487331858194
"95","1902-11-01",1.38092175846335,0.984614444537147
"96","1902-12-01",0.140910383516668,0.100470861687464
"97","1903-01-01",2.70547936352003,1.92904054439931
"98","1903-02-01",0.976978659048899,0.696597974366417
"99","1903-03-01",0.732733994286675,0.522448480774813
"100","1903-04-01",0.826674249964453,0.589429055233122
"101","1903-05-01",0.563641534066673,0.401883446749856
"102","1903-06-01",0.291214792601114,0.207639780820759
"103","1903-07-01",0,0
"104","1903-08-01",0,0
"105","1903-09-01",0.281820767033336,0.200941723374928
"106","1903-10-01",0,0
"107","1903-11-01",NA,NA
"108","1903-12-01",0,0
"109","1904-01-01",NA,NA
"110","1904-02-01",1.50304409084446,1.07168919133295
"111","1904-03-01",1.69092460220002,1.20565034024957
"112","1904-04-01",0.939402556777788,0.669805744583093
"113","1904-05-01",0.281820767033336,0.200941723374928
"114","1904-06-01",0,0
"115","1904-07-01",1.87880511355558,1.33961148916619
"116","1904-08-01",NA,NA
"117","1904-09-01",0.967584633481122,0.689899916920586
"118","1904-10-01",0.422731150550005,0.301412585062392
"119","1904-11-01",0,0
"120","1904-12-01",0.695157892015563,0.495656250991489
"121","1905-01-01",NA,NA
"122","1905-02-01",NA,NA
"123","1905-03-01",NA,NA
"124","1905-04-01",0.516671406227783,0.368393159520701
"125","1905-05-01",NA,NA
"126","1905-06-01",NA,NA
"127","1905-07-01",NA,NA
"128","1905-08-01",NA,NA
"129","1905-09-01",NA,NA
"130","1905-10-01",0,0
"131","1905-11-01",NA,NA
"132","1905-12-01",NA,NA
"133","1906-01-01",NA,NA
"134","1906-02-01",NA,NA
"135","1906-03-01",NA,NA
"136","1906-04-01",NA,NA
"137","1906-05-01",NA,NA
"138","1906-06-01",NA,NA
"139","1906-07-01",NA,NA
"140","1906-08-01",NA,NA
"141","1906-09-01",NA,NA
"142","1906-10-01",NA,NA
"143","1906-11-01",NA,NA
"144","1906-12-01",NA,NA
"145","1907-01-01",NA,NA
"146","1907-02-01",NA,NA
"147","1907-03-01",NA,NA
"148","1907-04-01",NA,NA
"149","1907-05-01",NA,NA
"150","1907-06-01",NA,NA
"151","1907-07-01",NA,NA
"152","1907-08-01",NA,NA
"153","1907-09-01",NA,NA
"154","1907-10-01",NA,NA
"155","1907-11-01",NA,NA
"156","1907-12-01",NA,NA
"157","1908-01-01",NA,NA
"158","1908-02-01",NA,NA
"159","1908-03-01",NA,NA
"160","1908-04-01",NA,NA
"161","1908-05-01",NA,NA
"162","1908-06-01",NA,NA
"163","1908-07-01",NA,NA
"164","1908-08-01",NA,NA
"165","1908-09-01",NA,NA
"166","1908-10-01",NA,NA
"167","1908-11-01",NA,NA
"168","1908-12-01",NA,NA
"169","1909-01-01",NA,NA
"170","1909-02-01",NA,NA
"171","1909-03-01",NA,NA
"172","1909-04-01",NA,NA
"173","1909-05-01",NA,NA
"174","1909-06-01",NA,NA
"175","1909-07-01",NA,NA
"176","1909-08-01",NA,NA
"177","1909-09-01",NA,NA
"178","1909-10-01",NA,NA
"179","1909-11-01",3.29730297429004,2.35101816348666
"180","1909-12-01",3.96427878960227,2.82658024214065
"181","1910-01-01",2.32971834080891,1.66111824656607
"182","1910-02-01",1.7848648578778,1.27263091470788
"183","1910-03-01",0.300608818168892,0.21433783826659
"184","1910-04-01",0.244244664762225,0.174149493591604
"185","1910-05-01",0,0
"186","1910-06-01",0,0
"187","1910-07-01",0.854856326667787,0.609523227570615
"188","1910-08-01",0,0
"189","1910-09-01",0.779704122125564,0.555938768003967
"190","1910-10-01",0.0187880511355558,0.0133961148916619
"191","1910-11-01",0.629399713041118,0.448769848870672
"192","1910-12-01",NA,NA
"193","1911-01-01",NA,NA
"194","1911-02-01",NA,NA
"195","1911-03-01",NA,NA
"196","1911-04-01",NA,NA
"197","1911-05-01",NA,NA
"198","1911-06-01",NA,NA
"199","1911-07-01",NA,NA
"200","1911-08-01",NA,NA
"201","1911-09-01",NA,NA
"202","1911-10-01",NA,NA
"203","1911-11-01",NA,NA
"204","1911-12-01",NA,NA
"205","1912-01-01",NA,NA
"206","1912-02-01",NA,NA
"207","1912-03-01",NA,NA
"208","1912-04-01",NA,NA
"209","1912-05-01",NA,NA
"210","1912-06-01",NA,NA
"211","1912-07-01",NA,NA
"212","1912-08-01",NA,NA
"213","1912-09-01",NA,NA
"214","1912-10-01",NA,NA
"215","1912-11-01",NA,NA
"216","1912-12-01",NA,NA
"217","1913-01-01",NA,NA
"218","1913-02-01",NA,NA
"219","1913-03-01",NA,NA
"220","1913-04-01",NA,NA
"221","1913-05-01",NA,NA
"222","1913-06-01",NA,NA
"223","1913-07-01",NA,NA
"224","1913-08-01",NA,NA
"225","1913-09-01",NA,NA
"226","1913-10-01",NA,NA
"227","1913-11-01",NA,NA
"228","1913-12-01",NA,NA
"229","1914-01-01",NA,NA
"230","1914-02-01",NA,NA
"231","1914-03-01",NA,NA
"232","1914-04-01",NA,NA
"233","1914-05-01",NA,NA
"234","1914-06-01",NA,NA
"235","1914-07-01",NA,NA
"236","1914-08-01",NA,NA
"237","1914-09-01",NA,NA
"238","1914-10-01",NA,NA
"239","1914-11-01",NA,NA
"240","1914-12-01",NA,NA
"241","1915-01-01",NA,NA
"242","1915-02-01",NA,NA
"243","1915-03-01",NA,NA
"244","1915-04-01",NA,NA
"245","1915-05-01",NA,NA
"246","1915-06-01",NA,NA
"247","1915-07-01",NA,NA
"248","1915-08-01",NA,NA
"249","1915-09-01",NA,NA
"250","1915-10-01",NA,NA
"251","1915-11-01",NA,NA
"252","1915-12-01",NA,NA
"253","1916-01-01",NA,NA
"254","1916-02-01",NA,NA
"255","1916-03-01",NA,NA
"256","1916-04-01",NA,NA
"257","1916-05-01",NA,NA
"258","1916-06-01",NA,NA
"259","1916-07-01",NA,NA
"260","1916-08-01",NA,NA
"261","1916-09-01",NA,NA
"262","1916-10-01",NA,NA
"263","1916-11-01",NA,NA
"264","1916-12-01",NA,NA
"265","1917-01-01",NA,NA
"266","1917-02-01",NA,NA
"267","1917-03-01",NA,NA
"268","1917-04-01",NA,NA
"269","1917-05-01",NA,NA
"270","1917-06-01",NA,NA
"271","1917-07-01",NA,NA
"272","1917-08-01",NA,NA
"273","1917-09-01",NA,NA
"274","1917-10-01",NA,NA
"275","1917-11-01",NA,NA
"276","1917-12-01",NA,NA
"277","1918-01-01",NA,NA
"278","1918-02-01",NA,NA
"279","1918-03-01",NA,NA
"280","1918-04-01",NA,NA
"281","1918-05-01",NA,NA
"282","1918-06-01",NA,NA
"283","1918-07-01",NA,NA
"284","1918-08-01",NA,NA
"285","1918-09-01",NA,NA
"286","1918-10-01",NA,NA
"287","1918-11-01",NA,NA
"288","1918-12-01",NA,NA
"289","1919-01-01",NA,NA
"290","1919-02-01",NA,NA
"291","1919-03-01",NA,NA
"292","1919-04-01",NA,NA
"293","1919-05-01",NA,NA
"294","1919-06-01",NA,NA
"295","1919-07-01",NA,NA
"296","1919-08-01",NA,NA
"297","1919-09-01",NA,NA
"298","1919-10-01",NA,NA
"299","1919-11-01",NA,NA
"300","1919-12-01",NA,NA
"301","1920-01-01",NA,NA
"302","1920-02-01",NA,NA
"303","1920-03-01",NA,NA
"304","1920-04-01",NA,NA
"305","1920-05-01",NA,NA
"306","1920-06-01",NA,NA
"307","1920-07-01",NA,NA
"308","1920-08-01",NA,NA
"309","1920-09-01",NA,NA
"310","1920-10-01",NA,NA
"311","1920-11-01",NA,NA
"312","1920-12-01",NA,NA
"313","1921-01-01",NA,NA
"314","1921-02-01",NA,NA
"315","1921-03-01",NA,NA
"316","1921-04-01",NA,NA
"317","1921-05-01",NA,NA
"318","1921-06-01",NA,NA
"319","1921-07-01",NA,NA
"320","1921-08-01",NA,NA
"321","1921-09-01",NA,NA
"322","1921-10-01",NA,NA
"323","1921-11-01",NA,NA
"324","1921-12-01",NA,NA
"325","1922-01-01",NA,NA
"326","1922-02-01",NA,NA
"327","1922-03-01",NA,NA
"328","1922-04-01",NA,NA
"329","1922-05-01",NA,NA
"330","1922-06-01",NA,NA
"331","1922-07-01",NA,NA
"332","1922-08-01",NA,NA
"333","1922-09-01",NA,NA
"334","1922-10-01",NA,NA
"335","1922-11-01",NA,NA
"336","1922-12-01",NA,NA
"337","1923-01-01",NA,NA
"338","1923-02-01",NA,NA
"339","1923-03-01",NA,NA
"340","1923-04-01",NA,NA
"341","1923-05-01",NA,NA
"342","1923-06-01",NA,NA
"343","1923-07-01",NA,NA
"344","1923-08-01",NA,NA
"345","1923-09-01",NA,NA
"346","1923-10-01",NA,NA
"347","1923-11-01",NA,NA
"348","1923-12-01",NA,NA
"349","1924-01-01",NA,NA
"350","1924-02-01",NA,NA
"351","1924-03-01",NA,NA
"352","1924-04-01",NA,NA
"353","1924-05-01",NA,NA
"354","1924-06-01",NA,NA
"355","1924-07-01",NA,NA
"356","1924-08-01",NA,NA
"357","1924-09-01",NA,NA
"358","1924-10-01",NA,NA
"359","1924-11-01",NA,NA
"360","1924-12-01",NA,NA
"361","1925-01-01",NA,NA
"362","1925-02-01",NA,NA
"363","1925-03-01",NA,NA
"364","1925-04-01",NA,NA
"365","1925-05-01",NA,NA
"366","1925-06-01",NA,NA
"367","1925-07-01",NA,NA
"368","1925-08-01",NA,NA
"369","1925-09-01",NA,NA
"370","1925-10-01",NA,NA
"371","1925-11-01",NA,NA
"372","1925-12-01",NA,NA
"373","1926-01-01",NA,NA
"374","1926-02-01",NA,NA
"375","1926-03-01",NA,NA
"376","1926-04-01",NA,NA
"377","1926-05-01",NA,NA
"378","1926-06-01",NA,NA
"379","1926-07-01",NA,NA
"380","1926-08-01",NA,NA
"381","1926-09-01",NA,NA
"382","1926-10-01",NA,NA
"383","1926-11-01",NA,NA
"384","1926-12-01",NA,NA
"385","1927-01-01",NA,NA
"386","1927-02-01",NA,NA
"387","1927-03-01",NA,NA
"388","1927-04-01",NA,NA
"389","1927-05-01",NA,NA
"390","1927-06-01",NA,NA
"391","1927-07-01",NA,NA
"392","1927-08-01",NA,NA
"393","1927-09-01",NA,NA
"394","1927-10-01",NA,NA
"395","1927-11-01",NA,NA
"396","1927-12-01",NA,NA
"397","1928-01-01",NA,NA
"398","1928-02-01",NA,NA
"399","1928-03-01",NA,NA
"400","1928-04-01",NA,NA
"401","1928-05-01",NA,NA
"402","1928-06-01",NA,NA
"403","1928-07-01",NA,NA
"404","1928-08-01",NA,NA
"405","1928-09-01",NA,NA
"406","1928-10-01",NA,NA
"407","1928-11-01",NA,NA
"408","1928-12-01",NA,NA
"409","1929-01-01",NA,NA
"410","1929-02-01",NA,NA
"411","1929-03-01",NA,NA
"412","1929-04-01",NA,NA
"413","1929-05-01",NA,NA
"414","1929-06-01",NA,NA
"415","1929-07-01",NA,NA
"416","1929-08-01",NA,NA
"417","1929-09-01",NA,NA
"418","1929-10-01",NA,NA
"419","1929-11-01",NA,NA
"420","1929-12-01",NA,NA
"421","1930-01-01",NA,NA
"422","1930-02-01",NA,NA
"423","1930-03-01",NA,NA
"424","1930-04-01",NA,NA
"425","1930-05-01",NA,NA
"426","1930-06-01",NA,NA
"427","1930-07-01",NA,NA
"428","1930-08-01",NA,NA
"429","1930-09-01",NA,NA
"430","1930-10-01",NA,NA
"431","1930-11-01",NA,NA
"432","1930-12-01",NA,NA
"433","1931-01-01",NA,NA
"434","1931-02-01",NA,NA
"435","1931-03-01",NA,NA
"436","1931-04-01",NA,NA
"437","1931-05-01",0.281820767033336,0.200941723374928
"438","1931-06-01",0.807886198828898,0.57603294034146
"439","1931-07-01",0.206668562491113,0.14735726380828
"440","1931-08-01",0.854856326667787,0.609523227570615
"441","1931-09-01",0.450913227253338,0.321506757399885
"442","1931-10-01",0.122122332381112,0.0870747467958021
"443","1931-11-01",2.91214792601114,2.07639780820759
"444","1931-12-01",3.00608818168892,2.1433783826659
"445","1932-01-01",3.1000284373667,2.21035895712421
