"date","yd1.Store_StaffGage","yp1.in_situ_average","yp2.TerraClimate","yp3.ERA5","yp4.CRUTS_adj","yp5.MERRA2","yp6.CAPA","yp7.NCEP_NARR","ye1.GLEV","ye2.CRUTS_PET","ye3.REA","ye4.ERA5","ye5.MERRA2","ye6.NCEP_NARR","yr1.DWP"
1987-03-01,"37.726059560000003",6567.2916,4206.4193565504,6583.66945245225,9916.451485908,5556.12141250785,2868.21331560795,4593.2383286424,6582.87982966245,9268.67672313045,1990.6666603017,1305.7260284802,5167.1547805596,16297.7081692725,-17.305307324
1987-04-01,"64.039791199999996",1086.915,628.40740334045,2448.5640917133,1752.21566787695,4566.07000786825,2810.89047133135,558.7427783989,9577.97632109555,17544.6909447392,4050.15223117295,2919.0107286609,6507.1119115828,16720.9391052906,-28.828158338
1987-05-01,"134.0596611",5267.9147,2862.30459419335,8840.531844,5752.0474228148,15931.3325157914,14320.0469714244,5358.19996473925,13437.2408661958,20635.2191610369,7230.1556960522,8903.61338709155,6513.8901526441,21693.9237604545,-92.132796872
1987-06-01,"182.41544429999999",1902.2001,753.80174006325,4486.1779431807,1408.6638400362,5849.26103659065,7061.4061794231,651.72208112955,19199.2422734032,27620.9413730919,9280.6525373817,11187.4810844071,7823.61728575125,21607.3917872892,-134.979410496
1987-07-01,"57.921885660000001",1369.121,145.7886590914,1165.71489046675,411.1012139819,355.99143115185,1846.93044051035,145.98688259155,25053.5961139042,28289.3047055691,8314.0553826668,12511.403629803,5432.9535544245,12069.1051743464,-75.843480368
1987-08-01,"25.3663332",207.030033333333,29.66762151515,506.165276261617,247.52474019655,2250.85885338922,829.80347668695,0,24558.4711941119,27590.8891049209,6737.86124733303,10681.2957837707,2248.97686471862,7216.538607077,-33.400236004
1987-09-01,"23.886033449999999",836.081133333333,388.2110765546,1245.21214665402,579.05095632215,988.76943354865,1635.21148738588,4.15753034515,20682.8542733044,21200.5091881091,4889.07424920503,8047.03780003023,1182.1850242124,4032.36335948507,-19.365649836
1987-10-01,"26.326611669999998",5470.46666666667,3166.51910193333,3184.53852619867,6810.24374376933,3786.769019472,3005.58338659733,7675.88315044,15077.2405804107,14501.76203146,4372.62724599333,5687.659521228,1678.45978124133,4568.88196703333,-13.467327574
1987-11-01,"30.107152209999999",7735.05333333333,6152.11431784687,5050.92126596667,9665.30673854747,4518.97651145473,4924.2080588018,11499.2613913231,10319.7941106521,6367.43832004387,2258.1727639968,3952.8557879716,2380.58032404233,8319.75344748307,-19.266831484
1987-12-01,"34.095737579999998",7928.42966666667,5505.37329928533,9218.14802724593,10597.3690274748,7696.79111851467,3901.3339724482,6061.7791333114,7217.8198908198,4291.09985023647,1055.58036003213,2840.74405083187,1985.37169707167,8262.3039300926,-17.334745072
1988-01-01,"33.452230980000003",8449.224,4569.91542642,9604.38450213733,9406.473359084,8827.73082619733,1897.64351156,10141.4698584067,4600.54563514533,4881.78141944,667.93540372,564.067928408,2558.62771681333,9650.31713080133,-21.260809782
1988-02-01,"41.829843820000001",1223.46465,1658.96186028262,1300.37881956578,3037.08034859453,1885.33725434408,993.043785208725,1743.1957288953,4370.9712651897,8074.38792989512,977.8641355353,243.028979179725,3573.59484837405,10614.82965286,-21.423892802
1988-03-01,"53.682718739999999",2958.16841666667,756.2754744818,1571.71828868232,2054.87769336395,2422.63574549555,709.407699516533,1171.15852760768,7506.19524489293,11241.8490937647,1476.44996467237,1143.52330763103,5678.34437960768,17976.6773906989,-23.786474132
1988-04-01,"68.488086600000003",2802.2998125,5225.14980416123,6261.56969687475,13376.7597923909,8335.44110698747,5130.7028699013,4916.46688657853,9808.99238393738,13921.3582676609,4162.8791076243,3088.03666471605,6170.39146766085,24087.6247725489,-30.668971314
1988-05-01,"169.59534070000001",3214.39203991536,1978.74093162363,3428.0317374292,3416.7903857016,3852.16335252617,1163.31357316507,2899.29873747973,15418.5038877283,20129.7365158179,7401.72963455893,8311.19106915337,7622.91690984377,27213.1287892548,-105.481612718
1988-06-01,"207.70761490000001",3363.90009883709,1251.67960819167,2528.94722715833,1939.42370935833,3333.73677143333,3751.89044211667,1818.48295355417,18538.5036371083,24911.2536934583,9251.37518962083,10341.0559759167,7063.4551178625,34987.2929914583,-148.18876392
1988-07-01,"78.121021529999993",4272.15672917208,1250.04383364193,3359.3751896798,1339.08894125627,1904.01181866707,3701.40321383673,1599.55388902533,22648.0969630159,31370.1480186993,8826.6950491368,12100.6393534547,6107.55481805187,27873.6305696883,-74.305514558
1988-08-01,"31.85159346",3289.40978501665,829.14236959305,6009.96877481533,969.321199486133,5194.42695036751,4634.78946270922,397.097632495417,22530.2705488025,26289.1794525389,8041.82845544618,10682.7274942802,3328.73309168831,18826.5842571802,-29.85239188
1988-09-01,"26.313857120000002",2688.94401961346,666.523978864433,1490.0826700859,932.148701323667,2086.01115466113,1333.7603224772,0,20666.5738490962,20559.2965896308,5405.86778139397,8868.45014335323,2049.19919525047,11446.3214901202,-21.146922582
1988-10-01,"27.082111609999998",3483.87199785478,106.8274941255,306.312434000483,452.426125775525,233.707541340008,762.222146100033,0,15415.7067232829,14728.747528416,2782.79666945657,4490.91529345885,786.948642422258,6068.65080537362,-11.334312458
1988-11-01,"27.067029040000001",8093.7116790583,5537.97508336542,9442.27431897833,8348.16738313958,6973.16988052625,2068.087975485,6488.0798042725,10455.0631647629,6282.85774469167,2133.42287838625,4172.04704425625,2184.63781884417,7888.99648145792,-13.504793856
1988-12-01,"35.434325059999999",9983.81057108199,5921.51724385837,10311.7537005935,11478.47083239,7303.8114911957,4124.71423050307,6752.81594723153,6993.97232107767,4815.62488916513,1397.69260113757,2427.56114506183,1822.38656007883,7754.2331120649,-18.84699687
1989-01-01,"23.710724299999999",3697.40206140283,1130.30335384213,2350.371155087,2536.09989532017,2619.45778403583,876.207357665033,665.117598355567,4752.6829761054,4540.44632532617,590.634540512267,640.485448047,2557.0472831097,7884.14898479623,-12.161724562
1989-02-01,"32.071518470000001",7329.00471313636,3103.89585896933,4380.98299370297,5815.7456157788,4477.44996152977,1478.73791295447,2636.54157752977,0,6213.70966074193,714.997763860667,479.650776311867,3258.23067524587,12272.4811775169,-14.6009427
1989-03-01,"53.528672649999997",8193.73764393732,3997.2427671474,11215.2624598222,9366.16673357325,7152.10103130975,1457.96135367848,8040.08359775812,4710.89059350142,9788.1677551179,2219.0190287058,852.022487585475,5806.72704301357,16139.4904085236,-24.837388216
1989-04-01,"100.9659906",3784.6985562091,637.197615940833,1439.16107165,1766.81643714583,2035.64586595458,830.792213754167,1382.50672462333,8868.11193097542,15907.6607608875,4767.65487373958,3815.31494325,7917.36307236333,18678.0578911246,-48.10367883
1989-05-01,"214.8874845",6725.5147473435,2792.80747818922,7343.41859378617,5679.47361470377,7718.4802538478,6078.02683142115,6789.40392737228,14920.6860139984,19576.3352357491,8573.74317243855,9264.62374821832,8111.55100826903,31025.8520947714,-134.687684484
1989-06-01,"270.98352920000002",3486.08658959403,2138.55169841163,5739.6780516446,3083.35432870793,6453.87828807883,5709.47926724527,3873.18979042723,18321.4617889607,24233.4675916663,10095.68585878,11026.5499967285,8334.8214240215,35604.350370132,-175.844552424
1989-07-01,"79.376451079999995",3144.01082748534,423.444635251667,792.848828858933,679.3302628442,30.0206848152,697.211730425333,0,23807.1057754385,29893.5774594485,8859.57039654527,11288.0934291351,6297.7985448736,27319.9614459829,-87.784812376
1989-08-01,"28.567346010000001",5333.0828698398,2716.59093891879,3168.07862972608,2638.76383448374,910.882337286192,2643.72640290743,1521.06799624722,22965.5706384318,23880.3224851008,8130.08145160376,10767.4667379752,4501.65788257238,20054.7691241122,-31.921934856
1989-09-01,"33.783403120000003",5232.1403985289,6910.59055176,5014.6997800068,6547.187922516,3941.63297073,2660.0315690628,3811.6519262424,19374.4920427668,18495.7799176116,7131.4824879432,8057.7791648784,3263.0306337576,14208.5822410764,-27.903978912
1989-10-01,"36.85042035",3877.62749227934,2315.1875968803,2380.6110283629,4726.2391582107,2748.8396271096,843.7000577412,1559.4962119629,15056.2476712872,11906.0627327967,4813.3202936769,5857.0371902007,2973.3585362226,9182.7434704551,-16.9127604
1989-11-01,"32.687261939999999",2372.13733853412,2204.2418203008,4363.09131552,3503.9638379984,2279.6835925024,323.2469459968,2446.2855152288,10077.5450417712,7622.6141743136,2403.0794051936,2974.6917433296,2046.1060219376,10365.4540322256,-17.363327656
1989-12-01,"31.568037459999999",1296.56504882209,0,196.02361630471,227.42217483423,267.8444760549,122.58551529495,0,7042.6670949577,6003.97381752899,257.94901178257,2045.27869972106,1538.93856894996,5593.76100150137,-15.365397728
1990-01-01,"30.841358889999999",10016.3419520033,7804.52206060872,7209.40602217264,14419.8926207633,7037.88301763472,2964.34507854072,7745.82550636962,4807.27538365152,4540.9696334916,771.05577256652,1711.9985162196,2540.97694901314,9461.73654512478,-11.76159425
1990-02-01,"38.235640279999998",6235.3189329807,4506.40077877103,8929.71175018151,8112.80827560835,4701.56875418726,2489.41451373914,4444.64813302214,0,5334.931862651,724.63633510662,1149.59102976974,2847.34043423624,11288.1254098176,-15.319878236
1990-03-01,"49.047214169999997",2780.76560377878,1493.49923369218,2672.59229596524,3560.40033414252,3247.31446884548,801.1485966099,1176.47460797482,5581.23620141505,10243.6220995375,1787.01487514462,1604.58171786385,5310.29369569523,17640.7493694752,-19.990283542
1990-04-01,"76.224560839999995",3259.35825083783,3432.9625986606,3497.9389632008,8430.205017192,7644.0110729172,5709.3634848138,3835.5647586606,8207.4666776394,14124.1889765872,3919.1448308828,4640.78978344,6440.6301739084,24346.5283065176,-30.026702036
1990-05-01,"138.5586648",2586.34111232898,4699.3443578534,4408.6907111414,9398.4820000928,3770.762977963,2647.8731063806,2344.248139596,14841.7543900246,18649.1606287704,7100.6577262238,9738.596564514,7023.1117269542,26144.5358838706,-91.171332356
1990-06-01,"178.8050547",3500.18495779659,457.0017937554,709.3555614848,714.4876096128,1596.598322936,1465.7918746466,995.755324404,18950.3694544288,24324.9925190552,8945.7362625874,9967.3336430326,7762.654262202,33029.8885620558,-124.080445686
1990-07-01,"60.160375780000003",6078.45788345884,2062.1488185844,7159.832608719,1998.941948439,3761.4095625941,3879.4069933069,458.8150612825,21473.855194447,28591.6498687316,9086.2893818175,11725.2063264139,6467.107522565,28972.1260737523,-46.988671222
1990-08-01,"23.547214619999998",3353.31676975368,667.903150026,2840.4939077352,871.0683250104,1435.587180876,2337.6433731228,404.3367048204,22156.5207890448,23688.4913389908,7156.7174677464,10482.6072118608,3610.7721311184,19329.1578448164,-24.999324192
1990-09-01,"24.153273200000001",3861.96814740033,1573.330533712,2523.655148672,1662.3997963888,2098.0121490944,2134.4677618096,1579.7880793184,19022.8382474256,18475.149606816,5323.6791574512,7773.965615808,2144.8951015968,12045.5553828288,-19.67091373
1990-10-01,"21.223393819999998",1406.39784569528,166.1804023093,304.0934561451,632.9923475992,686.3519962472,87.6043544262,355.5216997691,16272.4045602132,13589.5456685951,3324.4759241601,5247.4552723405,1716.311655187,7056.9487117453,-10.118993694
1990-11-01,"25.685046920000001",1697.38082781679,1535.159231386,2198.495964742,2550.5165643375,1356.27037898,779.415644854,1012.62641051,10518.205272267,7319.114303072,1226.8041547685,3495.824222187,1286.376688377,6673.009894133,-11.206199536
1990-12-01,"20.951365249999998",3526.16204354973,2886.04395865812,2403.56883516961,5455.03070696402,2064.44240342285,688.79193287685,1408.0423881755,7132.00850458158,5164.12503206518,827.318255024617,2903.2948399114,1520.4455275053,7400.85612207847,-9.031072924
1991-01-01,"16.212531680000001",1641.13210267214,1221.95115314708,745.447653671233,2301.48724409835,1335.78925892463,279.312317993683,1532.73254739092,0,5285.64943219005,132.775415236567,792.958346620183,1193.6475809643,5617.17669050102,-7.432554242
1991-02-01,"21.647542860000001",2346.48764809818,2666.26899693257,1824.11773175683,4623.75338885845,2561.53334509123,801.035698184517,2820.62563662495,3272.62171582115,7041.8489697402,-318.794199233767,912.887077162317,1596.31788388893,8917.28534675697,-9.422746912
1991-03-01,"39.831053789999999",25529.3413665215,8950.01101522357,30163.5448124261,20810.5749236919,20179.5383636657,9482.08486423522,26219.1907456252,6709.2730022769,6885.50004275357,892.346601250042,1210.68229380597,4822.18050914802,13848.7583256243,-15.588116916
1991-04-01,"73.88881336",1291.86619026173,625.3253940618,1243.0062447269,1974.702116661,2885.7696782797,1264.7228205551,1207.2777014081,8649.3804528156,12248.641731252,4553.8727586542,2662.3548933635,6934.5362835935,20711.9251990418,-32.81414552
1991-05-01,"180.4970773",3291.2745,1855.9199249839,4674.464047665,3436.6771911876,7182.9542095317,4872.8085724837,3635.5072330309,12774.6114963411,17053.5475053669,7588.4054964617,7188.4170047237,8288.0240896846,27848.7243237821,-112.727615844
1991-06-01,"258.61216780000001",2188.7490597522,2098.0242778092,1419.6421245942,3118.3462746306,1667.554014204,697.914452469,195.3456150204,16723.5388456734,23031.8035369266,9496.9668112956,10574.1845947062,8871.3873640626,33059.442195624,-187.609461122
1991-07-01,"104.1455",2924.85178337625,544.3840758529,1757.9151562373,922.3807233181,1269.1036870341,4074.6990614339,846.9324603772,20083.1810189736,28511.3997362005,9172.9313505655,10054.4514511493,7597.3554149984,29545.4485171528,-82.982220338
1991-08-01,"41.361454350000002",2547.00785392061,1192.7445320505,2597.716897754,1480.043508174,3475.3249673725,3641.2532710785,293.192927357,21526.7700931855,23618.05460069,7259.423536827,9872.9260782735,3633.528776878,19637.0372219725,-45.73803292
1991-09-01,"36.956758000000001",2933.63012158058,1120.69501340353,2231.52831793687,1263.72627819607,3883.57499412447,2037.61245290607,1259.31479739707,18593.9044428229,19866.8665251628,5454.25897915287,7290.7634124138,2485.62003391387,12918.3462417929,-24.415180874
1991-10-01,"29.65919113",6249.43856280774,2461.61828908774,6817.60497913128,5210.66000271135,3161.51491656193,658.653862994142,6686.41845976106,15930.8125379848,13731.9067909188,3634.36753930048,5659.33115215802,1713.5536294085,8496.79605834822,-13.681381
1991-11-01,"32.74837496",3936.04087399167,1889.55691737193,4395.33990860727,3233.90421278687,4252.4604063513,2116.68438027237,2297.27797372883,9868.20348424387,6820.08673938497,2376.17251809557,2986.5732902005,2226.07627137133,10776.9575230603,-14.002150904
1991-12-01,"29.744083610000001",4583.74875209696,4492.4279076446,4913.23328470975,8708.46548527725,3196.79422340163,1994.63272074797,4502.34878051805,6637.1766180104,4818.71722496588,1386.55610791775,1800.07983285515,1659.15983220488,8414.62300124215,-14.852996702
1992-01-01,"23.973199529999999",2336.18798204043,5287.14512747382,3416.65004011485,9571.80808514123,2962.18260976715,1232.919077544,3080.3323415018,4603.1239251228,4037.3035116414,843.3801884585,684.4836105184,2082.81102109658,8111.6542648141,-10.346278084
1992-02-01,"38.471689830000003",9652.47284590475,7730.83480536987,9203.03815941033,13357.9678202399,7091.68974407703,2670.74860936693,10783.1025436086,3106.19334994063,5493.95878268857,973.794642296667,133.92138045,3044.26842313403,9247.3244536244,-15.405574324
1992-03-01,"52.87712148",4516.81564607814,3779.46348178254,3603.95427854642,9151.73074413858,9531.00907043404,4893.91200573504,3602.21083906658,5028.58941940575,8667.41896300042,1441.95261921654,830.014009718667,5190.996011201,15768.8193537834,-20.79252704
1992-04-01,"79.000487230000005",1689.33995119494,521.434484706667,704.2410139248,1508.731188316,617.773955617133,373.953436637733,495.968671310933,9046.47713300247,14772.7980268755,4844.0501429034,4440.42438418333,9622.287381531,23739.3126650937,-31.557320268
1992-05-01,"168.8737361",2532.04868825886,362.201524268833,2150.45216848825,753.593357758083,3376.70035503579,2623.40779265629,171.566673283042,14389.4912626149,22062.5209964349,7355.63677859175,8558.63993393888,9496.96975196796,31093.4253210675,-95.389963924
1992-06-01,"150.90327980000001",3855.14900989921,2160.2491452399,4680.71169947975,3376.78506938685,5557.17878511235,5498.5878952433,483.5616676396,17807.1875150812,22574.8153415609,8229.4344438482,10104.2790563941,7708.7159149099,28195.9958311608,-111.293634432
1992-07-01,"72.04624029",4580.33763053227,4785.2871101607,2656.1256835828,5902.97552715823,4710.49742219723,3733.46578434353,4795.06649709707,20111.7758317857,25579.5351250439,9500.7028777804,9964.61823911363,7932.57914219723,28730.9111424526,-40.443708234
1992-08-01,"25.05806055",4854.8485148978,729.837129023658,4230.79718330198,846.38705182955,4728.7978467268,4828.07486060112,2378.80565578361,21592.0695373012,25371.3330915022,8240.58850605036,10212.9187880475,5796.59090692064,22124.6713010685,-23.51506176
1992-09-01,"21.398015860000001",2310.93015752969,628.233350411133,901.674537449717,795.43630424835,572.553888499167,365.990588636833,42.9578086091167,19147.1583007756,19077.0974906125,5564.55892170025,7272.77958463323,2848.1302741801,13598.2331223607,-11.743205512
1992-10-01,"24.57728487",4665.03918793558,2127.43152452335,3659.25800065275,4657.37097443382,3379.25600604772,1342.64147210117,3002.66729899857,14416.4538821304,12527.1279275126,3506.5249189252,5073.55524066243,1646.94794917735,7342.408337431,-9.478521714
1992-11-01,"27.527219890000001",704.129392650036,123.069297299083,848.341467292083,469.51389619925,533.70834832875,277.95264449575,323.063712407917,9812.34050112575,6347.05721069292,1523.77337691367,3381.7931999845,1617.73790981308,9635.80537685908,-13.384750754
1992-12-01,"32.229850900000002",14508.6446628868,10470.4552635638,18640.752221453,19527.7407531502,10712.2202298336,4677.66532708,14593.9656113888,6772.74479445448,4234.82171903592,917.755191219317,2505.09850882738,2251.87799887587,8125.70042826972,-16.213562602
1993-01-01,"52.655575810000002",17182.7999073014,12930.5731624061,20777.7670623349,25377.1256165904,14166.6314168499,3853.846530352,16399.9591944475,3631.06545551808,4243.81660092542,196.497150563,605.114695123167,2146.66132630017,9050.75775715358,-22.81277668
1993-02-01,"42.57477592",15176.7532997576,8608.4006188998,12978.6289991506,14770.6390663186,11856.6367490995,5241.36114958273,10125.9624976904,0,5388.44321988203,124.0958375243,433.275240162767,2872.3120014597,12208.440765969,-18.400463632
1993-03-01,"57.400623539999998",6009.25941401932,3853.48926834777,8186.81188958013,9150.03902131367,9505.5639192943,4094.5798071607,7535.10449497997,4020.4644979499,9396.564041722,830.9669454944,391.474761496867,4380.67803489983,9377.58854676453,-24.818099564
1993-04-01,"120.1193596",2093.99463793556,697.604343892133,1938.55588039447,1905.93607576827,2358.53321934927,345.941849291867,750.967539138667,8898.904823402,12480.4671931038,5588.35293128933,3258.96053175367,9523.25869565547,23520.8521416785,-43.955888468
1993-05-01,"339.14556820000001",2198.02964059931,2040.37425046455,1251.11746084582,4224.9051480636,1803.31549662495,245.157455274783,1653.38171670595,13783.8037580782,18499.7720918241,9808.22802429085,9020.59436079597,12981.1315060555,27480.4001602528,-163.59042766
1993-06-01,"374.46655379999999",2484.55585554611,3575.875386182,2765.72210174471,4722.92470264312,4201.62438964272,2752.34867365892,2702.82359468394,18053.1456667294,21527.866524672,12459.0412927743,10161.2764372357,12322.5505798351,35795.0528513728,-232.851789608
1993-07-01,"226.67792069999999",2175.16637811143,0,65.7367578192,204.1287260376,8.9258594568,94.8719666466,0,23159.6544391524,26325.7374058224,11282.7696384702,10981.6467139704,9632.3478456816,35245.349332284,-140.257634388
1993-08-01,"67.752268060000006",2074.54151811284,28.5931745892,1115.1756223296,245.385345504,363.237732351,902.3977618656,0,23149.3646585214,23932.4885887776,8171.1654937614,9898.590278187,4979.8721421306,24282.5360587524,-75.123578984
1993-09-01,"42.834655310000002",203.84375,331.7142396755,1309.4448310515,652.859784291,79.1462823525,969.747522194,0,19803.9715940605,19517.6377968935,5260.4471242785,7467.98296574,2026.9169589955,15814.597143433,-29.924184566
1993-10-01,"33.446534530000001",1295.91305058613,1687.99763659322,2481.8014809742,3997.52435596745,1426.55442642662,1388.72206875453,905.082849984133,14326.4688345381,12024.8521237575,3995.4610385767,5155.96064700383,1989.98348494843,9119.55257128172,-10.8960362
1993-11-01,"39.214049979999999",2826.96336069371,3892.9712754867,4331.71231102252,5800.86768377655,3481.4435878827,2926.20761787338,4005.72749201955,10602.9505183767,7912.13989055242,1345.80396866933,3317.92328476785,1596.00620630303,8330.56181685172,-13.757940418
1993-12-01,"27.5066223",3048.32146033446,3006.75490599,3354.46222214895,5882.70492290332,2631.89417260605,1499.74361784308,2126.8781155083,6326.48944718505,5011.022114472,1257.35492593177,1946.45062062908,2002.97400632257,10192.0316352162,-11.869714284
1994-01-01,"26.05877941",1987.88904726468,2294.00015653527,3171.48504870505,4675.93925853157,2101.29925598413,800.834652755317,1372.60909093257,4226.33864264022,5021.36684186188,1023.44502360228,1069.82978614178,1933.46932441868,9714.17468759559,-10.960337432
1994-02-01,"30.083031219999999",11594.1086056838,5694.3309714174,10999.1308486254,10008.2018431746,8326.6530534096,2446.4923966704,8373.3445652844,4253.372466603,5524.2015750948,894.9815656938,347.6151415386,2938.4525163864,11342.4865810542,-12.246489166
1994-03-01,"42.459539550000002",4704.70005068918,1795.1184607552,4501.0912655072,4539.6083137104,3297.7692439104,4792.0170899104,2535.614283552,5464.8317536848,10947.2799237536,1732.08516964,1192.6023240656,5329.0289989776,17531.2950337952,-16.921005738
1994-04-01,"60.880543609999997",2975.45430554769,1978.297244795,3624.352756335,4913.592803545,6237.35716551,1503.32722228,1812.36415857,8821.776889535,13491.33884306,3775.693292535,4179.811091505,6203.73259993,22995.54381853,-26.71641357
1994-05-01,"138.3496504",8240.37479357455,4392.612643245,7763.04559556,8347.06541249,11518.09540007,12180.944984815,7809.025465475,12513.370463745,18632.749343685,8076.82511102,8879.463238745,7800.33911728,31087.35734417,-96.8264803
1994-06-01,"157.48972979999999",2454.86843665749,13.7766638381,217.1992953123,237.4934523806,1.2618464036,244.7336606165,0,19980.3181790141,25581.0870051201,9180.2978472231,11022.3851695119,8457.4204712402,39415.013987698,-126.962671106
1994-07-01,"51.161979989999999",3013.77275599601,125.6552500631,588.6524627713,395.6734333185,133.1713389941,1864.363939396,0,22963.6304524456,29416.3279713071,7751.6231326267,11358.8966331268,5152.773408284,27944.8434676386,-43.238878996
1994-08-01,"21.463509290000001",2302.08458856945,20.8150476912,342.6413660768,231.3275349616,50.6949837632,186.3814385664,31.1467025856,24133.0200497232,26166.6687669296,5989.9830710384,10795.7348087904,1834.016473184,21015.2020509088,-23.709669136
1994-09-01,"21.509791719999999",3441.73647583409,2519.41528831217,2802.12482203913,2388.40383038482,5978.59596947782,2301.70841386328,3415.27294570082,18913.5495887606,18196.1725718453,5209.34221598019,7754.10101730293,1406.63077454652,12841.187352984,-14.332065976
1994-10-01,"23.020314939999999",5057.35651547139,3088.98638051813,2410.00175364887,5833.43866445633,4265.44061113867,1101.90336383453,1838.5225833876,14695.9737862681,11580.5151341902,4711.2501940812,5432.90860052673,2860.11351575107,10827.554747009,-9.493082718
1994-11-01,"33.21737607",12335.1822057754,7979.73029814583,11732.0045111408,11667.0975542678,9207.08652613567,2821.28219851225,12040.0362294648,9408.87941626233,5210.6185663235,2268.38659837717,3798.97021799808,2839.5379556005,9199.91505389229,-21.921764678
1994-12-01,"37.039999270000003",3215.646628727,5701.32031081754,4145.26860454162,9892.63391151521,4729.76325276446,2034.13163353904,3386.91215186683,5305.281159354,4465.03401222083,452.01515324625,1522.72810275208,1749.62095043404,5375.414987118,-24.159401862
1995-01-01,"60.472191680000002",22787.6161377436,16500.9977701433,23764.9868207276,32175.2966873951,16117.6171258323,4262.80805770829,23865.0510250006,3038.14788366238,3414.43777291192,350.003187368083,863.780410174,2127.45738153392,6831.50128010808,-28.349447424
1995-02-01,"57.246338870000002",2365.47428480679,2012.9595780138,2501.6551973322,3890.9702691912,2390.6054380572,704.9948149452,2045.0882456082,3036.5083863504,6244.7498453496,586.5226695276,471.1275474828,3150.1207052952,6984.19160595,-23.126744014
1995-03-01,"88.585097219999994",25469.8601700648,8122.0671698262,33249.221947831,19153.8488324454,18104.1526185919,6535.7585256604,27247.9151913593,6391.805888145,8260.3122068248,2016.8535870789,1761.1585516993,6112.4177634406,11677.5578279859,-28.560191862
1995-04-01,"119.5325752",4246.33656240676,3241.1377958085,5114.5105474995,8046.1294740435,7982.109920526,2346.5734975935,3133.4027251695,8679.7169714535,11924.9410768425,4622.942752491,3724.207863747,8100.992410602,22917.246898518,-48.966970776
1995-05-01,"323.90523400000001",6609.25020409256,6069.29017061453,8599.92038752969,11434.3169364818,17830.7855174276,5848.75797908902,11095.8832948552,11117.7479342665,16010.6707555024,9647.71299976531,7127.91272717998,10656.2682693708,24914.1207498348,-187.866233898
1995-06-01,"548.63484510000001",4631.47986519384,4632.2054249208,4995.23327982053,6493.6154171492,7601.18490743007,2467.02057383547,2888.9638581092,15787.9740888351,21003.4409459387,13863.0997040545,9443.66344499246,13935.505664181,30632.4914402603,-313.24069279
1995-07-01,"356.09329079999998",2952.33784690136,831.6162396594,1799.04876161445,993.3289211943,4216.57717608968,1191.00560573565,1420.41476865487,21411.0064711096,26607.2729536573,13826.2863228892,11823.4591452758,14543.6178864755,44060.7646733647,-169.47360919
1995-08-01,"130.85733110000001",2834.69511477682,225.4308839822,470.826230647867,380.1745440452,2438.12048933057,557.118090390233,22.1532038021667,24731.3433464454,26276.2242152898,9948.6971774613,10937.2209304966,8332.3582878315,38584.61458413,-97.524696886
1995-09-01,"72.196981829999999",2295.51983402738,135.2930571001,571.2161161305,350.670323006942,201.885659865158,249.605078696142,0,21484.3392214802,19591.0393715209,6142.37961942693,8223.77433029864,4072.97708403261,25527.5728685474,-47.848679456
1995-10-01,"38.12821735",1380.22220796873,0,163.94184091695,219.37623484335,327.6826218447,49.66544217885,148.02089449755,17515.8941396975,13890.8498027423,3068.63117599605,5134.4037107601,1511.12241151485,12583.4743366592,-17.097536068
1995-11-01,"32.858046229999999",1052.18856048931,186.32778892815,266.8120205199,611.221332483,411.84113023785,57.56486207565,263.5269370323,11065.4202668217,8554.48241925,827.36563905615,2828.9580980334,751.4257232907,6768.91109449455,-16.531576268
1995-12-01,"39.957725109999998",10818.5136180647,13789.0107281292,13371.6228688902,24901.6597229142,8946.71751725775,1906.06252445655,13047.2963789031,7541.72990276415,4910.9064945603,909.29212151835,2754.538338021,2122.1177515491,7615.86469673175,-21.148270324
1996-01-01,"39.902303170000003",14617.7173748322,7711.23923085633,15112.123479435,15611.5051340618,11349.1146348675,2109.610336196,8044.97675012167,5311.3102753216,4939.50284188313,840.0923645213,1807.80778034413,2556.9802190108,10723.4007250212,-18.596398444
1996-02-01,"60.554970539999999",20841.1106472972,10236.9279389406,17924.0205104005,17736.06618726,14140.9595809234,4901.7891924652,13277.0479694361,3907.89511396407,5311.54182148127,681.108083049667,1554.0870902544,3218.15679917973,12483.9372967765,-27.702130362
1996-03-01,"65.546053470000004",9159.40189686124,4910.15624096653,8580.7520957894,11593.9899419987,8264.04017532313,3898.918062145,11530.3566397368,6857.16434831373,9583.45622191167,2355.42650369947,2632.59710928447,6525.2179062938,14075.2798799038,-24.050541306
1996-04-01,"109.3740209",6074.13866755767,2142.52221864503,4826.79972023578,5372.43857524682,3987.07264255755,1790.70558377403,3633.32094750148,10544.2527265896,13668.7494836438,7228.23073351513,5727.56782025155,11424.173327767,23262.1523578934,-45.67698242
1996-05-01,"279.6566732",5506.66900414439,4245.78175404962,5511.88568840181,8457.94141466557,4788.92432779752,1062.80665258058,5021.91419917927,15792.5635066768,19926.9936732679,11002.9637939122,10532.4322792538,12968.8337586515,27057.0861147365,-187.712721012
1996-06-01,"343.4104797",2619.67099560418,1796.20183710904,2759.43350347521,2814.74956009192,1012.55100306354,2508.04200427496,546.086753759458,20189.1549380171,26370.2690283384,12227.1259627352,11303.2606396432,12961.3799764902,32322.1063233717,-298.14939394
1996-07-01,"122.5976002",5239.56999386909,1026.93401192944,2937.91115189762,1472.37687194049,7683.8481396244,3780.59003319867,1593.54683222847,24081.0065280203,31396.8586501043,11539.0607364388,11447.749522839,10182.0450686776,40959.0595108727,-122.962993176
