"date","yd1.Store_StaffGage","yp1.in_situ_average","yp2.TerraClimate","yp3.ERA5","yp4.CRUTS_adj","yp5.MERRA2","yp6.CAPA","yp7.NCEP_NARR","ye1.GLEV","ye2.CRUTS_PET","ye3.REA","ye4.ERA5","ye5.MERRA2","ye6.NCEP_NARR","yr1.DWP"
1965-11-01,"49.180159869999997",23286.07571875,17319.8743113279,24374.063895861,27823.0420882443,,,,,7300.02673968387,,4057.59973155897,,,-25.59551292
1965-12-01,"57.502303169999998",8412.31087916667,10842.1923439278,15614.1128305369,21682.1342359167,,,,,6098.40995830347,,3020.09856102634,,,-29.88565778
1966-01-01,"46.504407950000001",1490.33476666667,1588.83382994056,3877.13101601345,3096.35285524637,,,,,5942.5840820374,,1384.14206630775,,,-22.52203612
1966-02-01,"47.419125010000002",5603.627925,2282.67419261455,4907.21291664096,3676.64502100828,,,,,7263.05424239991,,310.964818531923,,,-20.35147584
1966-03-01,"58.060691290000001",8170.99161666667,461.29176083094,1488.26020292161,1291.56333257852,,,,,13039.0651600518,,663.04885703654,,,-26.2652537
1966-04-01,"99.016522469999998",1860.32423333333,922.006902497177,2287.88926883826,2227.69764310192,,,,,19011.5225709942,,2230.93488433749,,,-38.71902619
1966-05-01,"209.39276820000001",2351.21786666667,1604.15990532309,1926.85288441792,3380.43455003792,,,,,26525.6829388547,,7970.78181998539,,,-117.3194468
1966-06-01,"203.24471919999999",1686.27481875,654.828828331748,2076.72670406836,1038.54764510773,,,,,29661.4169009994,,11527.2395183748,,,-116.9056174
1966-07-01,"84.021373389999994",1711.5549875,1423.41285215346,2122.73617986293,1148.82723169864,,,,,33774.6442572273,,12969.9102277525,,,-62.58515382
1966-08-01,"37.398287209999999",3786.45574166667,586.165231777535,2482.34669896469,785.431126077258,,,,,31127.6909115174,,12635.5791685321,,,-30.86824333
1966-09-01,"28.53318758",1710.16489583333,2210.11186294112,2145.44554041159,2639.63462271544,,,,,22007.0717873308,,9208.76944142421,,,-20.69128116
1966-10-01,"27.027122649999999",224.106777083333,0,172.898588985287,247.907591078669,,,,,15538.8882507692,,5906.43267803807,,,-11.4066461
1966-11-01,"30.146503800000001",8248.2999,6413.88067126534,12248.7853111933,9266.76339511079,,,,,8118.40571986329,,3885.65799195961,,,-15.27442692
1966-12-01,"42.226230139999998",15853.52121875,15762.4780015404,20207.0219601574,31014.5343446919,,,,,5371.37142490375,,2955.36540098286,,,-21.8123127
1967-01-01,"43.922676809999999",10828.7321541667,9345.53920734039,24227.7238455839,18377.0573679358,,,,,6010.94499962587,,1435.04623014595,,,-23.88517987
1967-02-01,"51.961063369999998",3854.5551,965.70814936104,1933.9312518657,1918.75410857952,,,,,7725.66533894745,,439.95115938843,,,-23.16577981
1967-03-01,"62.94826819",13928.960475,6702.90021558846,23555.513070692,15510.9803930732,,,,,10454.1740963344,,2070.77076901548,,,-26.29514065
1967-04-01,"85.68494724",15089.5125041667,8913.04704144946,12226.2615149299,20477.9806535674,,,,,11352.2458014147,,4352.10467673486,,,-40.54063493
1967-05-01,"326.53218329999999",1958.964425,1916.81662901736,2310.82560373115,3504.93988805433,,,,,22838.0856711024,,6601.60108467174,,,-203.313113
1967-06-01,"540.10285759999999",5324.3201375,3914.25123168744,1835.48582937561,4845.31354559353,,,,,26106.3839911303,,10332.8370648057,,,-338.27269704
1967-07-01,"331.82242860000002",6112.1818375,1768.25969678853,1349.46708849842,2574.58971890775,,,,,34001.8400443429,,12924.7009536891,,,-225.67825009
1967-08-01,"99.850541890000002",2883.91293125,1993.51399500295,3557.80612197614,1804.69048678734,,,,,31072.9849339583,,12141.7813163308,,,-108.901244926
1967-09-01,"76.613057389999994",4804.3722,2947.47817434741,6517.41874601697,3395.90183824167,,,,,21395.4874010167,,9524.56050090531,,,-69.73545655
1967-10-01,"47.116124749999997",1545.668925,192.93837362676,677.11173729615,598.46818509036,,,,,16020.7755912747,,6307.69447481088,,,-23.47303235
1967-11-01,"37.150478460000002",7295.83248333333,3676.70880995864,7732.28534344357,5851.54928041337,,,,,8516.47602970957,,3705.5085560912,,,-25.21615281
1967-12-01,"43.185702980000002",4201.8454625,4755.75682850766,10100.4691108797,8503.19907254063,,,,,5604.63014920367,,3576.58447363304,,,-22.86341546
1968-01-01,"36.349173899999997",4339.6108875,4051.51912136558,8211.27398739174,7857.24639385733,,,,,6405.29192016769,,404.472710484995,,,-15.88381849
1968-02-01,"38.984577440000002",6307.74133333333,5657.41071819352,6062.22557078491,10262.9157901828,,,,,6601.6060711836,,133.3883867342,,,-21.52886457
1968-03-01,"45.319297779999999",8476.13239166667,2772.89786876673,5415.52062184558,6846.10688922487,,,,,11240.077909519,,797.896229056607,,,-23.83141156
1968-04-01,"64.664395589999998",3215.02150833333,889.567109846657,1250.72241682265,2414.86276989416,,,,,16928.5226616829,,3676.47428704901,,,-29.74757849
1968-05-01,"140.46183579999999",4806.6353,2455.9525916567,3071.95241888041,4903.1302253685,,,,,23401.3508615098,,9679.02676167634,,,-95.863033316
1968-06-01,"177.84331539999999",1740.380525,1324.78511271808,3080.71504687011,1951.79708204459,,,,,29730.2429833529,,12043.4132215738,,,-121.6474701
1968-07-01,"62.874500640000001",3934.52762291667,1139.12902537964,3394.54697648747,1744.97355432442,,,,,33530.0530721931,,12941.6656159098,,,-59.70229896
1968-08-01,"26.697571010000001",1096.1503,3087.6749648458,1317.18635766017,2706.49864949959,,,,,26278.6318252629,,12374.7710889967,,,-25.97593182
1968-09-01,"21.195729199999999",526.4559,97.23594846822,577.908954295973,364.40261923064,,,,,22261.9146969038,,8940.65603560561,,,-17.100358
1968-10-01,"23.711965759999998",2071.30785,2622.11328921786,1837.63785845688,5389.86335686256,,,,,14558.5991592066,,6019.20881050748,,,-11.12143469
1968-11-01,"32.411359419999997",4018.5625875,5340.79317484568,6323.65327073647,7407.38516593463,,,,,7184.46656906692,,4051.40347294448,,,-18.84406883
1968-12-01,"37.605815759999999",8627.24466666667,9958.98179847411,16462.3601712537,17565.0094287954,,,,,5520.98879971045,,3184.75661245339,,,-19.915265594
1969-01-01,"90.654187519999994",31864.2362729167,24293.201309779,45806.8620573528,48401.3604019095,,,,,5044.94379570311,,1640.52563365472,,,-43.68335816
1969-02-01,"50.36248509",15509.2649479167,15862.4394517177,30477.5545876326,28358.9925390551,,,,,5430.96743444212,,433.711166511942,,,-22.56401964
1969-03-01,"53.816065639999998",5909.87865,2914.59067591146,5262.14761371533,7066.14213637605,,,,,10474.097088764,,564.41757721245,,,-22.94329994
1969-04-01,"139.79584829999999",13160.26015625,2471.14790625552,5082.82905454604,5442.04793993198,,,,,16001.3452968621,,1455.75157917833,,,-58.999355426
1969-05-01,"459.19800270000002",6279.54533333333,848.981616751575,979.882911197839,1965.67065156011,,,,,24748.372629108,,5812.27235152483,,,-243.270632056
1969-06-01,"518.85249190000002",5451.56501458333,4945.46944373149,6577.13785277951,7047.8345211957,,,,,24839.4698145963,,12358.3219173795,,,-280.978724134
1969-07-01,"311.03959140000001",2358.78031666667,2488.54904393644,2263.64596911318,2490.50806054364,,,,,33868.5460232364,,11896.0266421648,,,-172.801684452
1969-08-01,"98.659959630000003",1113.74666666667,240.991616713667,820.038520500667,453.856866035333,,,,,32364.21697434,,12593.2518438737,,,-99.240842536
1969-09-01,"70.017869399999995",635.385066666667,636.670569791233,674.718881026573,890.61659918517,,,,,23608.0578186159,,9231.64287781964,,,-48.55862683
1969-10-01,"42.631787549999999",5378.64125,2647.5107527375,3189.00435315567,5376.49058197117,,,,,13217.6217712597,,6971.77488628683,,,-20.69210773
1969-11-01,"46.965627120000001",1186.418,2728.17320954814,2647.57011804472,4345.24065184561,,,,,9497.57222784225,,3443.81134845391,,,-25.12713752
1969-12-01,"37.566940989999999",6231.86434444444,7369.11483520472,10880.603956408,14140.5572962302,,,,,5788.7839410533,,2949.49566973252,,,-21.87318721
1970-01-01,"48.741207860000003",14157.8131083333,12688.206107897,17973.424807106,24061.4910627941,,,,,5144.77844134623,,1449.93763071164,,,-29.940597
1970-02-01,"51.705002960000002",8143.5266,3135.90598553129,5677.52290428957,5536.50179495703,,,,,8008.78174426455,,1284.22009674127,,,-28.21765437
1970-03-01,"59.28845484",8175.47393333333,2834.14902012951,6121.59891993223,6460.17973568768,,,,,11786.2407096578,,2915.77142790807,,,-24.88636052
1970-04-01,"70.680088060000003",9578.17183333333,1658.60300393013,3579.98632630399,4416.94618111681,,,,,15787.121785746,,6223.59381982477,,,-35.76140961
1970-05-01,"206.2116771",1546.454,46.8338597664,386.169370307,347.779157311133,,,,,25326.710284078,,9405.01756093107,,,-128.723758606
1970-06-01,"251.71356840000001",2405.697975,6202.43572445011,5032.32358587382,7968.4619540948,,,,,28686.590492778,,12364.5292758983,,,-177.273268336
1970-07-01,"132.5902638",2746.81143333333,763.305734021553,3642.26326170509,1417.0428080543,,,,,34569.1916443795,,13368.4602365272,,,-118.0167886
1970-08-01,"42.309048320000002",98.63575,1020.87569619958,326.12276540394,1210.84803233668,,,,,31780.9046447373,,12159.7973714204,,,-52.77753082
1970-09-01,"34.338205100000003",1139.96075833333,58.4648175626158,168.754656909355,313.187079631717,,,,,23368.7317311789,,9680.75413042131,,,-35.88089336
1970-10-01,"26.916198269999999",714.737220833333,370.050551273615,1803.1620811314,851.362491181342,,,,,15295.4229426308,,6661.42755324405,,,-14.93165892
1970-11-01,"33.835462710000002",14426.9421333333,10472.7534549361,16285.463460966,16296.0328790591,,,,,7998.77406003381,,3611.02717451381,,,-20.51430878
1970-12-01,"51.08602492",8027.806125,9345.8056780267,19258.3035815831,16584.8551232587,,,,,5244.51958646037,,2746.43967409497,,,-25.158759364
1971-01-01,"44.529697560000002",4532.5869,2886.96536277846,7227.76270168894,6091.3890209825,,,,,6199.54034631913,,922.776054450683,,,-26.535227404
1971-02-01,"45.980314229999998",4259.74270833333,1365.07201708115,3073.7972803851,2603.1293513576,,,,,7610.8965026349,,604.84058577875,,,-23.94387735
1971-03-01,"55.585300420000003",8957.01146666667,2771.3700075696,10110.8917115421,6660.34939981792,,,,,11762.2995101773,,590.007855174507,,,-25.35463001
1971-04-01,"85.101054829999995",3907.09333333333,1187.85208539872,4555.53232411509,3180.92157981365,,,,,15689.9025165503,,2179.78094000181,,,-36.34116594
1971-05-01,"192.04614100000001",5689.63181875,6842.56161083234,10652.3214241699,12523.215943985,,,,,19533.831368602,,6933.52377878326,,,-126.569973686
1971-06-01,"264.35584499999999",2818.85422083333,817.51184252406,1114.64779654996,1300.35512989529,,,,,28109.4364155718,,11676.100581489,,,-157.855257788
1971-07-01,"130.679813",3746.29383333333,1099.91060837659,2797.56501574563,1650.13852598835,,,,,34202.7930716323,,12443.4176645209,,,-138.8172142
1971-08-01,"51.30408284",4564.31589583333,2869.21218639753,2109.7994780379,2854.95213702694,,,,,30342.1109738871,,12255.8282255904,,,-77.017311604
1971-09-01,"38.553836590000003",1326.63750208333,1397.8784704736,1170.31758963139,1415.44169847837,,,,,21806.9041672767,,9935.40598820837,,,-41.64024533
1971-10-01,"33.253759959999996",3019.0767125,1989.8822618656,2817.71157628457,5359.45014121973,,,,,13812.7197890428,,6564.11008174234,,,-18.96348519
1971-11-01,"29.478271400000001",6163.29866666667,5889.30687853444,7189.51910021823,9161.45604641874,,,,,7886.1106508896,,3296.1675620486,,,-20.1108088
1971-12-01,"45.863094670000002",17207.6045854167,13992.7753814916,24380.5957764811,27429.8610115954,,,,,5478.28768970602,,2584.35931205791,,,-21.35289042
1972-01-01,"37.139636009999997",2252.1900375,1281.61504697148,3172.79904862703,2418.61414966022,,,,,5795.05599818394,,395.951767196317,,,-20.49234701
1972-02-01,"45.64915723",3678.4236375,1668.08179079267,1614.90544716053,2791.08381644822,,,,,8062.39532473238,,256.22817486723,,,-21.11894237
1972-03-01,"63.487864909999999",3185.79018125,62.3124274386075,500.56291837009,395.096631813515,,,,,14096.0817101161,,1233.42177982314,,,-27.96544021
1972-04-01,"67.274794060000005",4542.87905,1852.53160439027,4427.21144364424,4207.96916321944,,,,,15763.3599927566,,3146.38738121351,,,-30.04844477
1972-05-01,"174.15378179999999",2009.79450833333,811.028606317187,2121.39681262446,1798.48157113939,,,,,24255.140210352,,7651.20193558182,,,-108.319866606
1972-06-01,"229.0912759",1593.73003333333,3679.88029599123,4390.92467850389,4981.96837473281,,,,,28575.559842943,,11135.9130193512,,,-146.4490294
1972-07-01,"89.084546799999998",3104.894025,719.354274954505,1075.17000522776,952.05647612279,,,,,33683.8896857939,,13186.7515464081,,,-64.1224112
1972-08-01,"35.250128830000001",401.18715,1928.80044423534,2541.02586653994,1672.47595247226,,,,,29067.3909009069,,12103.5114858618,,,-29.562668442
1972-09-01,"38.683503719999997",5761.188125,2915.1062876033,3839.7840741169,3004.93236742825,,,,,20244.9512371694,,9353.9272567727,,,-29.592329812
1972-10-01,"34.397339799999997",3706.2675,2512.5828102414,8782.74855696,6432.0191820945,,,,,12062.3930675031,,6710.3741490273,,,-15.98728613
1972-11-01,"32.89696258",6005.255175,6611.00226282336,10898.2485515497,9539.12581611939,,,,,6424.25078805894,,3357.82669381578,,,-17.61241145
1972-12-01,"39.316282710000003",4312.69664583333,4822.98245402647,8664.46542472046,8695.16479561718,,,,,5090.00452084811,,2795.63920977709,,,-18.72718107
1973-01-01,"28.976865050000001",9020.5451,7441.01957938598,16408.7725948833,15264.5564198175,,,,,4779.95977169412,,308.826931016345,,,-17.08608603
1973-02-01,"48.261766360000003",20951.59185,10731.844132036,18548.7037762106,18353.3380184272,,,,,5715.68423565762,,120.88767644352,,,-18.67468719
1973-03-01,"48.529438550000002",8339.09035,5283.2170903571,8714.02677843388,13155.6725698479,,,,,8500.67817262137,,598.39401769123,,,-20.80995359
1973-04-01,"95.848585159999999",4713.9964,612.814209746,1511.28468328465,1768.76875501935,,,,,15415.9777102215,,914.35593050558,,,-40.60111103
1973-05-01,"230.57759139999999",5365.83325,1048.58067176472,2064.11187164802,2046.48145685634,,,,,24881.7729291122,,4039.9017215273,,,-132.865510368
1973-06-01,"294.32043850000002",2713.4965,1402.8256786545,2368.4260989054,2027.0563377718,,,,,29135.6106827872,,11140.3297219753,,,-186.925218868
1973-07-01,"162.5771857",634.435004166667,107.69845163573,2714.67181877942,406.097691091265,,,,,32975.6087079954,,12707.4242867106,,,-136.3079365
1973-08-01,"56.204690589999998",3629.3384,2058.13996405925,6142.42076027543,1932.51877794381,,,,,28761.0387185922,,12558.3670929787,,,-60.3009808
1973-09-01,"36.869614689999999",621.5479875,101.342031956302,41.9331041385225,313.094266289955,,,,,20762.7578754395,,8371.72654143652,,,-26.746717662
1973-10-01,"33.119332460000003",3585.33899166667,2588.25367643548,4192.32685151522,5115.94173426024,,,,,14051.4584155808,,6346.12589679105,,,-16.49659058
1973-11-01,"48.248835960000001",12237.8194854167,9072.47875268652,14627.1722156545,14078.2446821868,,,,,6635.402065779,,4653.76651078936,,,-31.29851807
1973-12-01,"42.441233670000003",7747.683975,7710.81222670787,11767.2348434821,13699.5519949862,,,,,5024.83994744664,,2318.02044717308,,,-28.09376781
1974-01-01,"50.187264089999999",10684.3953125,6569.59030559,15100.713992585,12991.8873015912,,,,,5028.57529512813,,1341.89858928937,,,-29.86538737
1974-02-01,"46.088142670000003",1509.72953541667,1042.73174358375,1771.73618716573,1805.42947948721,,,,,7167.03753214995,,489.586518927935,,,-25.0314395
1974-03-01,"60.370754910000002",9499.888675,4916.25776130063,22044.3086497774,11246.1876168169,,,,,9919.48536602645,,952.50706760533,,,-25.8981825
1974-04-01,"92.187334050000004",5512.885875,2547.75050880251,5208.26384670056,5880.8483405697,,,,,14174.2204722342,,3644.42836712925,,,-40.07191702
1974-05-01,"237.4017566",1860.48063611111,300.69069061428,1363.07467131579,736.933208406017,,,,,23468.621670663,,9066.87306596488,,,-163.025815052
1974-06-01,"272.9969519",4692.99929166667,33.5339255338083,525.461492944158,272.184651446358,,,,,29444.4225720607,,12047.1690033207,,,-179.794676176
1974-07-01,"176.53659020000001",5965.05466666667,7173.36312063456,2960.10800344667,7865.61757195406,,,,,30940.7855233492,,12567.6704668416,,,-155.30085913
1974-08-01,"58.310410959999999",1419.1100625,713.291902358317,2433.75010906322,1002.37595270952,,,,,27923.0656860704,,11611.0244709227,,,-85.075380534
1974-09-01,"36.790446350000003",0,14.5276251368,169.74257846485,238.944365057967,,,,,23098.9232295087,,8531.03440205,,,-39.37038334
1974-10-01,"29.705756740000002",5671.98598125,3877.70134091254,5375.33595741332,9125.18283201332,,,,,14016.4835534882,,5973.59741859217,,,-13.87971244
1974-11-01,"29.34253335",2228.452,5704.3295699644,3890.173384754,10072.0004665792,,,,,7478.9922703288,,3423.8975278888,,,-16.32403048
1974-12-01,"31.453299189999999",5722.9012,4832.3085642864,11394.0455860307,9376.33783468312,,,,,4893.6990549746,,2509.50348713148,,,-16.99978758
1975-01-01,"26.837920820000001",5297.1963,2676.5440678758,3721.64992880256,5127.81188632608,,,,,5618.5965165696,,657.22484949336,,,-14.48862679
1975-02-01,"40.085194780000002",9691.29425,8048.1270337107,23064.0087953958,13256.1784559455,,,,,5606.9891085713,,440.6177285313,,,-18.08210827
1975-03-01,"51.743020809999997",9202.98135,7357.93798458442,20525.4372033197,18692.6089268311,,,,,8147.17035780786,,1293.12082067158,,,-22.64844989
1975-04-01,"80.679006380000004",7688.4602,3120.9971819117,8945.6100016441,7407.50872786372,,,,,11476.598570175,,2591.05633271294,,,-36.92510928
1975-05-01,"232.9101009",5547.71595,953.19525822982,2938.55873373932,2059.1589197899,,,,,21494.7124663404,,5834.20590100258,,,-158.916079594
1975-06-01,"352.97036789999999",5771.80075,853.27907763292,2134.25044872442,1353.64576679676,,,,,26337.9342866027,,11605.9258226132,,,-228.155154036
1975-07-01,"161.92367139999999",2612.3288,267.30092750112,1403.3479306064,520.4373815984,,,,,30301.486635984,,10979.5100942813,,,-113.0122142
1975-08-01,"56.430808880000001",2190.038775,7105.06964684719,3063.75026727256,5819.42227624711,,,,,25706.4058272145,,11117.0026229995,,,-59.90427022
1975-09-01,"53.246507110000003",4848.12686666667,1674.80065847684,4157.21122022492,2133.14189157486,,,,,21473.0028534606,,7921.9870289756,,,-42.1150528
1975-10-01,"46.912374640000003",5626.46929375,3768.50783517388,7324.38442709251,7272.70502041723,,,,,12439.3419967886,,6945.30845905538,,,-31.03793204
1975-11-01,"39.64414317",1420.031,1686.51975793532,1751.50910613589,2812.85310906605,,,,,7687.1759669167,,3652.97552361627,,,-27.415348268
1975-12-01,"37.335501540000003",1521.353975,992.84682672409,1114.24457976927,2169.90834916929,,,,,5613.49265409395,,2060.6221623417,,,-19.65683255
1976-01-01,"27.077408380000001",980.68985625,855.67746466072,759.808373123312,2171.50160722859,,,,,6325.98408235732,,1465.71044774557,,,-14.19955806
1976-02-01,"31.95219355",4929.020925,8027.31608461732,9292.33434128838,14477.6730746921,,,,,6454.62057904148,,1642.34325671567,,,-15.88803271
1976-03-01,"39.98260664",2175.47845,2064.23564598568,4119.23658758082,5173.52412779266,,,,,10361.4108527463,,2770.1986119674,,,-17.32696201
1976-04-01,"54.26961172",3112.87973333333,1706.78554454694,4439.39193488407,4515.88596311107,,,,,13369.5624839811,,5800.73899395884,,,-24.14993462
1976-05-01,"123.1629702",2434.7777,1055.82052343401,4327.40438816545,2362.58817496612,,,,,22968.7272101362,,9538.36074978082,,,-77.54476803
1976-06-01,"132.56655459999999",1602.79816666667,1690.43253025617,1765.00686814503,2504.0841002569,,,,,25518.2891289158,,10826.6973982111,,,-93.71141819
1976-07-01,"57.878069840000002",6069.35391666667,3558.09603503665,7104.26572849687,4543.63032203307,,,,,29274.642404041,,11750.2739368484,,,-41.9509533
1976-08-01,"29.1126462",1504.41376666667,8678.53475417199,3588.67958211089,7298.78906405707,,,,,22500.13034118,,10597.2083549539,,,-28.4971031
1976-09-01,"30.821404560000001",4717.8642875,5689.45654791608,5727.7848161062,5661.85324680492,,,,,18098.0059543964,,8078.56649157137,,,-24.12293882
1976-10-01,"20.692943639999999",2945.419425,1471.55687878199,1390.94221666205,3318.60499627995,,,,,13734.5308778184,,5607.31113291551,,,-10.73755688
1976-11-01,"21.733376889999999",789.102975,1272.69832090936,1299.95308337611,1895.51551640387,,,,,8104.44698622423,,2740.98272053894,,,-10.92710969
1976-12-01,"19.322406130000001",2093.5312375,652.976726415706,1058.95584605618,1165.8232730527,,,,,7062.87039012951,,1812.16160935301,,,-10.03379063
1977-01-01,"17.913599319999999",2909.27455,2899.26403653094,6129.68248626812,6301.37965638558,,,,,5106.9199341745,,1806.55880241954,,,-9.575439113
1977-02-01,"23.867990110000001",6323.4452625,1638.21935924661,3774.90875042992,3090.90063348241,,,,,7714.14710938136,,852.81950581512,,,-10.28190192
1977-03-01,"30.631372450000001",8537.7899625,1218.45596129404,4147.02069780685,3001.44578640364,,,,,8838.8177746633,,2606.53165940296,,,-12.88137583
1977-04-01,"53.933396449999996",2034.841,159.48192497642,1037.33057133458,636.050545517573,,,,,16155.8902310771,,3899.77142333074,,,-24.04347675
1977-05-01,"89.444060699999994",5490.60625208333,5133.0540643805,7980.49505872686,9788.17668490083,,,,,15694.4885906244,,8126.00395507756,,,-62.41906136
1977-06-01,"183.1660483",5699.80385,5345.21666464468,4997.46746988757,7820.0294998901,,,,,25494.1610275239,,9594.1842504624,,,-119.7526622
1977-07-01,"49.76688317",564.809302083333,321.563908413833,856.403852317338,686.587087122446,,,,,29768.2624305967,,11519.3854056744,,,-36.02596148
1977-08-01,"20.99646138",2839.05155,1163.53070432939,1960.63349703109,1320.25724045763,,,,,25075.9916694937,,10346.3371056425,,,-19.3542997
1977-09-01,"17.575858019999998",1472.2683,401.70435650128,1318.29487454456,532.36379623804,,,,,18076.6960625206,,8262.70017642132,,,-11.59832454
1977-10-01,"17.103850099999999",544.66995,218.04703777029,1431.58052982966,683.50223688089,,,,,13429.3871397141,,5213.35829178418,,,-7.314806133
1977-11-01,"21.222183309999998",4999.296225,3254.16380373931,5679.21702159108,4851.38829465895,,,,,7885.83517022323,,3205.0895594476,,,-11.44414556
1977-12-01,"41.747320620000004",16297.1657333333,10728.0815576207,18843.5295239164,19819.9490006527,,,,,5332.50459653639,,2004.66218408092,,,-21.92537811
1978-01-01,"44.31819307",9663.9939,10186.8711031984,18336.653440267,20414.8073261794,,,,,4275.59829631956,,1385.37769256244,,,-23.04990207
1978-02-01,"60.236587569999998",13853.61315,11593.5169694059,17916.7576999856,20490.449832419,,,,,4735.41083045514,,1233.72532586304,,,-22.42961749
1978-03-01,"95.540120650000006",9717.1692,7507.68897784032,12261.9104675977,18787.8498964652,,,,,9039.6927566454,,1675.8815685624,,,-26.92343381
1978-04-01,"112.2243682",9009.73863333333,4496.18102817173,9799.66852650927,10381.4194655005,,,,,11287.8498699214,,5258.77939496125,,,-50.04720245
1978-05-01,"336.07332980000001",4849.7829625,121.021120729151,545.169112590428,475.950026949798,,,,,18848.6757006817,,8696.16327594468,,,-208.044708126
1978-06-01,"472.96295689999999",4251.904,252.1138673334,1107.1002134832,535.3182812132,,,,,23278.7562983212,,11297.21674805,,,-290.522002478
1978-07-01,"224.1411703",3097.1127,508.59992097294,467.46091335528,765.68895069288,,,,,28029.5067709319,,10350.4083782734,,,-167.10605026
1978-08-01,"63.271393600000003",1139.5488,786.74771528704,1092.63267747712,839.33238623936,,,,,24993.8700097382,,10491.7946209024,,,-95.14498946
1978-09-01,"77.931632640000004",3884.453375,8547.19273707705,7890.9672927648,7729.74403270805,,,,,15778.1066858538,,7705.48991973825,,,-72.28679591
1978-10-01,"44.777974899999997",1186.94242333333,925.043218933442,1595.92538394517,2673.48405218205,,,,,14061.7980555384,,5151.32270539818,,,-25.2913051
1978-11-01,"32.647748739999997",4922.89760416667,4329.06593798717,5419.5516980198,6534.51289740645,,,,,6791.52932892417,,3243.15326503309,,,-20.30443099
1978-12-01,"36.493481289999998",5857.4505,3955.92858634757,6091.6484779996,7952.26639275172,,,,,4765.90473928332,,1956.40295442757,,,-21.49449592
1979-01-01,"49.520159120000002",13601.0193,8328.30697141327,11288.9485841698,15476.261929948,,,11313.726892606,,4879.15298777362,,279.5545986816,,7179.20315775383,-24.76155575
1979-02-01,"45.320421940000003",10016.5655333333,7231.22714799947,9552.52206916636,11825.076824738,,,7596.52888317057,,5138.53874748091,,385.131113684588,,13436.1411633288,-24.63289968
1979-03-01,"53.415318489999997",12777.11952,4431.26521613439,8097.26054673301,10916.6937569804,,,6910.05600464373,,8610.41408450007,,235.748597171853,,15315.8032190667,-25.83277316
1979-04-01,"99.538102179999996",5492.60464,729.24232877472,1574.59385893872,1954.05605085992,,,908.90477997616,,12727.8143029492,,1273.24687628984,,20205.9180393162,-39.40107307
1979-05-01,"272.5376574",4282.973145,1130.69884110497,1366.29417020778,2171.14518042188,,,1010.59225311083,,19890.6046347971,,6547.11927691882,,22353.8938971728,-154.192141884
1979-06-01,"315.10278469999997",2209.6294,186.211113841335,127.385775052635,508.743315100845,,,5.4713673399,,25074.534645439,,10540.4106227651,,22609.9376882081,-194.941763936
1979-07-01,"157.798393",1283.69527,3457.46147518557,1877.50539918727,4313.75774596982,,,666.617422210025,,27161.6371470122,,10003.5865121364,,19854.4639608522,-117.2812199
1979-08-01,"53.15004433",2045.82887666667,1124.28372961045,2869.38031802598,1366.82456711242,,,269.916400776733,,22177.0756109329,,10397.083342943,,13120.7257060462,-61.66931499
1979-09-01,"35.164075859999997",362.34938,199.525470680177,249.37539421137,468.453596607223,,,195.344308470343,,19271.2410575281,,7259.73221278492,,8404.99658657896,-34.093358594
1979-10-01,"33.426442829999999",2803.47224,1622.7250284725,2689.81352116895,3313.01953114022,,,2677.41741301665,,11687.7634654653,,5802.31366798346,,5544.75067329617,-17.341885992
1979-11-01,"37.504728710000002",3214.99477333333,2895.86087910736,3943.00731988975,4112.63574070912,,,3525.91340460151,,6551.22452553012,,3189.12516090754,,8791.63488824085,-20.50944745
1979-12-01,"35.05762807",7429.54806,4219.14555712487,11516.5333672473,7598.30017551928,,,7649.72221019801,,5342.83771905752,,2193.77782069593,,5891.43099814781,-18.60179196
1980-01-01,"59.044154089999999",21287.7639333333,12497.9604973752,14894.3776484323,24485.3161363806,12985.3569255995,3079.61424008084,19355.1585828657,,5217.86100119489,546.379923238893,1497.51753173381,2358.5749270006,7273.33322811993,-39.55032942
1980-02-01,"67.129316990000007",20057.6168,10000.5546606923,18654.5321411296,17294.1559481051,12479.7830206691,5298.62040298864,20734.8258310927,,5401.04460740927,1077.77308917607,1033.70479890756,3702.09193535003,11862.1813917906,-29.22552525
1980-03-01,"66.729934240000006",7677.7036,3369.00586148357,6328.82100675608,8312.68629272176,7137.26115462736,5508.04754524291,5249.02144445755,,7760.18700733699,1931.5455604772,2478.22853235277,5933.74929180229,15083.9020109379,-28.56235433
1980-04-01,"119.6534947",10851.0845733333,1505.1370082503,5617.76895359705,4355.99893917243,4497.89122869988,4264.38455425721,2606.5661690012,,12793.6646927837,4383.62040044084,3306.21099787993,7217.43298048359,20451.7841819295,-59.575601896
1980-05-01,"323.78575919999997",7428.10101,2841.10999126867,5349.83780640469,5404.8484558376,9486.67081680257,7534.47319009872,4083.83422812618,,16440.5568677693,8796.71841867915,7039.1726971709,9655.77368518455,21663.8070422611,-206.270283312
1980-06-01,"440.3971646",2096.39353,142.059525652467,956.680049454745,359.493134753252,1023.71976930415,583.243743457568,76.5246948248475,,22152.8469503379,11054.1350371506,9956.995248241,12435.5702573705,20624.3215062744,-286.429089024
1980-07-01,"255.4051455",1853.04439833333,1466.24247859853,2102.32220165326,1745.49424326117,1984.43924659885,1972.66454083372,497.377554502354,,27389.494060343,10521.9755119788,10353.8149419951,10868.7771344373,18097.2241445875,-215.97538092
